nomAttribuant,nomBénéficiaire,montant,nature,objet,montant_reuse,datepublication,idAttribuant,dateConvention,referenceDecision,idBeneficiaire,conditionsVersement,datesPériodeVersement,idRAE,notificationUE,pourcentageSubvention,date_deb,date_fin,objet_reuse
BORDEAUX METROPOLE,OTCBM,3740000,aide en numéraire,aide au fonctionnement,Supérieur à 500 000€,45386,24330031600011.0,45343,2024/77,78180455400017.0,échelonné,2024-02-21/2024-08-21,sans objet,non,1.00,45343,,Autre objet
BORDEAUX METROPOLE,Villa Valmont,40000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45386,24330031600011.0,45365,2024/81,84937825200019.0,échelonné,2024-03-14/2024-09-14,sans objet,non,1.00,45365,,Autre objet
BORDEAUX METROPOLE,Escales Littéraires de Bordeaux Aquitaine,150000,aide en numéraire,Escale du Livre,Entre 100 000€ et 500 000€,45537,24330031600011.0,45419,2024/189,34426475900046.0,échelonné,2024-05-07/2024-11-07,sans objet,non,1.00,45419,,Autre objet
BORDEAUX METROPOLE,France Active Nouvelle Aquitaine,50000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45537,24330031600011.0,45432,2024/155,82101368700024.0,échelonné,2024-05-20/2024-11-20,sans objet,non,1.00,45432,,Autre objet
BORDEAUX METROPOLE,ADIE,43000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45537,24330031600011.0,45457,2024/155,35221687300211.0,échelonné,2024-06-14/2024-12-14,sans objet,non,1.00,45457,,Autre objet
BORDEAUX METROPOLE,Bordeax Aquitaine Inno'Vin,40000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45537,24330031600011.0,45450,2024/148,49874718700025.0,échelonné,2024-06-07/2024-12-07,sans objet,non,1.00,45450,,Autre objet
BORDEAUX METROPOLE,GIHP,30000,aide en numéraire,aide au fonctionnement,Inférieur à 30 000€,45537,24330031600011.0,45469,2024/179,31231100400039.0,échelonné,2024-06-26/2024-12-26,sans objet,non,1.00,45469,,Autre objet
BORDEAUX METROPOLE,ASSOCIATION ESPRIT DE CORPS,20000,aide en numéraire,codev,Inférieur à 30 000€,43853,24330031600000.0,43832,2019/748,42008956700000.0,échelonné,2020-01-02/2020-07-02,sans objet,non,1.00,43832,,Autre objet
BORDEAUX METROPOLE,AGEC & CO,14250,aide en numéraire,SMAC agglo scènes musiques actuelles,Inférieur à 30 000€,43929,24330031600000.0,43893,2020/63,49848483100000.0,échelonné,2020-03-03/2020-09-03,sans objet,non,1.00,43893,,Autre objet
BORDEAUX METROPOLE,LA FABRIQUE POLA,114000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43929,24330031600000.0,43916,2020/132,44433758800000.0,échelonné,2020-03-26/2020-09-26,sans objet,non,1.00,43916,,Fonctionnement
BORDEAUX METROPOLE,LE PARTENARIAT,29000,aide en numéraire,Appel à projet international solidarité eau,Inférieur à 30 000€,43984,24330031600000.0,43881,2020/112,32500114700000.0,échelonné,2020-02-20/2020-08-20,sans objet,non,1.00,43881,,Autre objet
BORDEAUX METROPOLE,MUSIQUES DE NUIT DIFFUSION,28000,aide en numéraire,Les inédits de l'été E.M.,Inférieur à 30 000€,44068,24330031600000.0,44007,2020/BM 0402,34169319000000.0,échelonné,2020-06-25/2020-12-25,sans objet,non,1.00,44007,,Autre objet
BORDEAUX METROPOLE,CRISTOPH HUTIN ARCHITECTURE,37500,aide en numéraire,Biennale archi Venise,Entre 30 000€ et 100 000€,44166,24330031600000.0,44161,2020/397,79739136400000.0,unique,2020-11-26/2021-05-26,sans objet,non,1.00,44161,,Autre objet
BORDEAUX METROPOLE,ASSOCIATION EAU POUR LA VIE,50000,aide en numéraire,AP international solidarité eau BENIN,Entre 30 000€ et 100 000€,43984,24330031600000.0,43881,2020/112,50449400600000.0,échelonné,2020-02-20/2020-08-20,sans objet,non,1.00,43881,,Autre objet
BORDEAUX METROPOLE,ID DEVELOPPEMENT,50000,aide en numéraire,AP international solidarité eau TAHITI,Entre 30 000€ et 100 000€,44068,24330031600000.0,43881,2020/134,39459802300000.0,échelonné,2020-02-20/2020-08-20,sans objet,non,1.00,43881,,Autre objet
BORDEAUX METROPOLE,GIHP INSERT PERS HAND,5000,aide en numéraire,Zéro déchets,Inférieur à 30 000€,43502,24330031600011.0,43382,2018/040,31231100400039.0,unique,2018-10-09/2019-04-09,sans objet,non,1.00,43382,,Autre objet
BORDEAUX METROPOLE,COMPAGNIE LES MARCHES DE L'ÉTÉ,15000,aide en numéraire,FESTIVAL 30/30,Inférieur à 30 000€,43557,24330031600011.0,43515,2019/53,32848008200069.0,échelonné,2019-02-19_2019-08-19,sans objet,non,1.00,43515,43696,Autre objet
BORDEAUX METROPOLE,CREAC DE BEGLES,47500,aide en numéraire,saison cirque,Entre 30 000€ et 100 000€,43557,24330031600011.0,43516,2019/53,37809063300017.0,échelonné,2019-02-20/2019-08-20,sans objet,non,1.00,43516,,Autre objet
BORDEAUX METROPOLE,ESPRIT DE CORPS,20000,aide en numéraire,festival POUCE,Inférieur à 30 000€,43557,24330031600011.0,43535,2019/53,42008956700036.0,échelonné,2019-03-11/2019-09-11,sans objet,non,1.00,43535,,Autre objet
BORDEAUX METROPOLE,CHAHUTS,35000,aide en numéraire,LES ARTS DE LA PAROLE,Entre 30 000€ et 100 000€,43557,24330031600011.0,43518,2019/53,40265285300069.0,échelonné,2019-02-22/2019-08-22,sans objet,non,1.00,43518,,Autre objet
BORDEAUX METROPOLE,BORDEAUX TECHNOWEST,440000,aide en numéraire,LA TECHNOPOLE,Entre 100 000€ et 500 000€,43636,24330031600011.0,43600,2019/181,37781852100025.0,échelonné,2019-05-15/2019-11-15,sans objet,non,1.00,43600,,Autre objet
BORDEAUX METROPOLE,ADMAA,20000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43636,24330031600011.0,43612,2019/263,48956307200029.0,échelonné,2019-05-27/2019-11-27,sans objet,non,1.00,43612,,Eté métropolitain
BORDEAUX METROPOLE,CLUSTER BORDEAUX SUPERYACHT,25000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43636,24330031600011.0,43608,2019/183,82071933400014.0,échelonné,2019-05-23/2019-11-23,sans objet,non,1.00,43608,,Fonctionnement
BORDEAUX METROPOLE,L'ART DANS TOUS SES ETATS,6600,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43636,24330031600011.0,43628,2019/263,82155741000015.0,échelonné,2019-06-12/2019-12-12,sans objet,non,1.00,43628,,Eté métropolitain
BORDEAUX METROPOLE,CSDL,38000,aide en numéraire,ESS programme d'actions,Entre 30 000€ et 100 000€,43636,24330031600011.0,43622,2019/205,41900910500018.0,échelonné,2019-06-06/2019-12-06,sans objet,non,1.00,43622,,Autre objet
BORDEAUX METROPOLE,FACE,14250,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43724,24330031600011.0,43643,2019/169,39856806300059.0,échelonné,2019-06-27/2019-12-27,sans objet,non,1.00,43643,,Fonctionnement
BORDEAUX METROPOLE,CIDFF,8500,aide en numéraire,actions spécifiques,Inférieur à 30 000€,43724,24330031600011.0,43669,2019/386,33348540700017.0,unique,2019-07-23/2020-01-23,sans objet,non,1.00,43669,,Autre objet
BORDEAUX METROPOLE,SEMER LE DOUTE,26000,aide en numéraire,Festival FIFIB,Inférieur à 30 000€,43724,24330031600011.0,43703,2019/390,53389682500023.0,échelonné,2019-08-26/2020-02-26,sans objet,non,1.00,43703,,Autre objet
BORDEAUX METROPOLE,LE LIVRE VERT,15000,aide en numéraire,investissement,Inférieur à 30 000€,43502,24330031600011.0,43452,2018/601,79493089100013.0,échelonné,2018-12-18/2019-06-18,sans objet,non,1.00,43452,,Autre objet
BORDEAUX METROPOLE,CARREFOURS POUR L'EMPLOI,18000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43502,24330031600011.0,43482,2018/678,43294548300035.0,échelonné,2019-01-17/2019-07-17,sans objet,non,1.00,43482,,Fonctionnement
BORDEAUX METROPOLE,SIMOREP ET CIE,400000,aide en numéraire,investissement projet butterfly,Entre 100 000€ et 500 000€,43502,24330031600011.0,43367,2015/488,32852574600017.0,échelonné,2018-09-24/2019-03-24,sans objet,non,1.00,43367,,Autre objet
BORDEAUX METROPOLE,CAP SCIENCES,5000,aide en numéraire,Fête de la science,Inférieur à 30 000€,43557,24330031600011.0,43510,2018/666,39988425300036.0,échelonné,2019-02-14/2019-08-14,sans objet,non,1.00,43510,,Autre objet
BORDEAUX METROPOLE,OFFICE TOURISME & CONGRES BORDEAUX,3000000,aide en numéraire,Fonctionnement,Supérieur à 500 000€,43557,24330031600011.0,43532,2019/65,78180455400017.0,échelonné,2019-03-08/2019-09-08,sans objet,non,1.00,43532,,Fonctionnement
BORDEAUX METROPOLE,SAMPE France,5000,aide en numéraire,Action journées techniques,Inférieur à 30 000€,43636,24330031600011.0,43579,2018/578,48428659600032.0,échelonné,2019-04-24/2019-10-24,sans objet,non,1.00,43579,,Autre objet
BORDEAUX METROPOLE,YES WE CAMP,10000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43636,24330031600011.0,43606,2019/263,78942066800012.0,échelonné,2019-05-21/2019-11-21,sans objet,non,1.00,43606,,Eté métropolitain
BORDEAUX METROPOLE,PASSAGE A L'ART,15200,aide en numéraire,"Manifestation ""faire des bulles""",Inférieur à 30 000€,43636,24330031600011.0,43633,2019/264,48438218900021.0,échelonné,2019-06-17/2019-12-17,sans objet,non,1.00,43633,,Autre objet
BORDEAUX METROPOLE,ATIS,20000,aide en numéraire,Start up de territoire,Inférieur à 30 000€,43724,24330031600011.0,43642,2019/274,52289609100033.0,échelonné,2019-06-26/2019-12-26,sans objet,non,1.00,43642,,Autre objet
BORDEAUX METROPOLE,CAP SCIENCES,120000,aide en numéraire,investissement,Entre 100 000€ et 500 000€,43724,24330031600011.0,43641,2019/318,39988425300036.0,échelonné,2019-06-25/2019-12-25,sans objet,non,1.00,43641,,Autre objet
BORDEAUX METROPOLE,ENT'AUTRES,20000,aide en numéraire,Investissement Le Local,Inférieur à 30 000€,43724,24330031600011.0,43658,2019/297,80041897200017.0,échelonné,2019-07-12/2020-01-12,sans objet,non,1.00,43658,,Autre objet
BORDEAUX METROPOLE,OVERGROUND,5800,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43724,24330031600011.0,43684,2019/263,79981016300011.0,échelonné,2019-08-07/2020-02-07,sans objet,non,1.00,43684,,Fonctionnement
BORDEAUX METROPOLE,WIMOOV GIRONDE,55000,aide en numéraire,plateforme mobilité,Entre 30 000€ et 100 000€,43502,24330031600011.0,43489,2018/578,42213614300068.0,échelonné,2019-01-24/2019-07-24,sans objet,non,1.00,43489,,Autre objet
BORDEAUX METROPOLE,AQUITEC,26000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43502,24330031600011.0,43496,2018/677,39061052500029.0,échelonné,2019-01-31/2019-07-31,sans objet,non,1.00,43496,,Fonctionnement
BORDEAUX METROPOLE,UNION BORDEAUX METROPOLE (UBM),165000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43557,24330031600011.0,43510,2018/804,41892140900011.0,échelonné,2019-02-14/2019-08-14,sans objet,non,1.00,43510,,Fonctionnement
BORDEAUX METROPOLE,COS Bordeaux Métropole,1680000,aide en numéraire,Fonctionnement,Supérieur à 500 000€,43557,24330031600011.0,43510,2018/805,48301340500012.0,échelonné,2019-02-14/2019-08-14,sans objet,non,1.00,43510,,Fonctionnement
BORDEAUX METROPOLE,LE LAB,7000,aide en numéraire,investissement travaux Lormont,Inférieur à 30 000€,43557,24330031600011.0,43532,2019/69,84217399900017.0,échelonné,2019-03-08/2019-09-08,sans objet,non,1.00,43532,,Autre objet
BORDEAUX METROPOLE,MUSIQUES DE NUIT DIFFUSION,33250,aide en numéraire,journées afro contemporaines,Entre 30 000€ et 100 000€,43557,24330031600011.0,43441,2018/664,34169319000033.0,échelonné,2018-12-07/2019-06-07,sans objet,non,1.00,43441,,Autre objet
BORDEAUX METROPOLE,AURBA,4372000,aide en numéraire,Fonctionnement,Supérieur à 500 000€,43557,24330031600011.0,43530,2019/45,78181448800040.0,échelonné,2019-03-06/2019-09-06,sans objet,non,1.00,43530,,Fonctionnement
BORDEAUX METROPOLE,LETTRES DU MONDE,6000,aide en numéraire,IN SITU ÉTÉ METROPOLITAIN,Inférieur à 30 000€,43636,24330031600011.0,43606,2019/263,45227479800035.0,échelonné,2019-05-21/2019-11-21,sans objet,non,1.00,43606,,Autre objet
BORDEAUX METROPOLE,BORDEAUX ROCK,8000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43636,24330031600011.0,43612,2019/263,48029371100028.0,échelonné,2019-05-27/2019-11-27,sans objet,non,1.00,43612,,Eté métropolitain
BORDEAUX METROPOLE,BORDEAUX ART CONTEMPORAIN,8000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43636,24330031600011.0,43614,2019/263,82831200900016.0,échelonné,2019-05-29/2019-11-29,sans objet,non,1.00,43614,,Eté métropolitain
BORDEAUX METROPOLE,AGEC ET CO,14250,aide en numéraire,projet artistique,Inférieur à 30 000€,43636,24330031600011.0,43614,2019/265,49848483100033.0,échelonné,2019-05-29/2019-11-29,sans objet,non,1.00,43614,,Autre objet
BORDEAUX METROPOLE,FRENTECH BORDEAUX,204000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43636,24330031600011.0,43628,2019/185,81831326400025.0,échelonné,2019-06-12/2019-12-12,sans objet,non,1.00,43628,,Fonctionnement
BORDEAUX METROPOLE,BORDEAUX UNITEC,15000,aide en numéraire,manifestation Innovaday,Inférieur à 30 000€,43636,24330031600011.0,43629,2019/182,37796404400038.0,échelonné,2019-06-13/2019-12-13,sans objet,non,1.00,43629,,Autre objet
BORDEAUX METROPOLE,ALPHA,57000,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43724,24330031600011.0,43635,2019/278,47941474000049.0,échelonné,2019-06-19/2019-12-19,sans objet,non,1.00,43635,,Fonctionnement
BORDEAUX METROPOLE,ALEC,137000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43724,24330031600011.0,43628,2019/257,49500944100033.0,échelonné,2019-06-12/2019-12-12,sans objet,non,1.00,43628,,Fonctionnement
BORDEAUX METROPOLE,MAISON EMPLOI BX MDE,25000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43724,24330031600011.0,43677,2019/401,49058526200069.0,échelonné,2019-07-31/2020-01-31,sans objet,non,1.00,43677,,Fonctionnement
BORDEAUX METROPOLE,COM UNE PARENTHESE,29000,aide en numéraire,actions spécifiques,Inférieur à 30 000€,43724,24330031600011.0,43671,2019/279,84515945800023.0,échelonné,2019-07-25/2020-01-25,sans objet,non,1.00,43671,,Autre objet
BORDEAUX METROPOLE,ADIE,5000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43724,24330031600011.0,43677,2019/386,35221687300015.0,unique,2019-07-31/2020-01-31,sans objet,non,1.00,43677,,Fonctionnement
BORDEAUX METROPOLE,LES DETRITIVORES,50000,aide en numéraire,action déchets,Entre 30 000€ et 100 000€,43724,24330031600011.0,43699,2019/418,81292453800018.0,échelonné,2019-08-22/2020-02-22,sans objet,non,1.00,43699,,Autre objet
BORDEAUX METROPOLE,AEROSPACE VALLEY,90000,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43784,24330031600011.0,43769,2019/489,48428452600072.0,échelonné,2019-10-31/2020-04-31,sans objet,non,1.00,43769,,Fonctionnement
BORDEAUX METROPOLE,FESTIVAL INTERNATIONAL,50000,aide en numéraire,Festival du film d'histoire,Entre 30 000€ et 100 000€,43784,24330031600011.0,43781,2019/594,37914022100019.0,échelonné,2019-11-12/2020-05-12,sans objet,non,1.00,43781,,Autre objet
BORDEAUX METROPOLE,ASSO LEONARD DE VINCI,25000,aide en numéraire,Big Data,Inférieur à 30 000€,43502,24330031600011.0,43298,2018/288,40285022600018.0,échelonné,2018-07-17/2019-01-17,sans objet,non,1.00,43298,,Autre objet
BORDEAUX METROPOLE,SOLIHA SOLIDAIRE HABITAT,216000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43502,24330031600011.0,43454,2018/570,78184854400032.0,échelonné,2018-12-20/2019-06-20,sans objet,non,1.00,43454,,Fonctionnement
BORDEAUX METROPOLE,ASSO FESTIVAL ODP,40000,aide en numéraire,Festival ODP codev,Entre 30 000€ et 100 000€,43557,24330031600011.0,43530,2019/53,82343035000012.0,échelonné,2019-03-06/2019-09-06,sans objet,non,1.00,43530,,Autre objet
BORDEAUX METROPOLE,ESPACE TEXTILE RIVE DROITE,35000,aide en numéraire,appel à projet FAJ,Entre 30 000€ et 100 000€,44229,24330031600011.0,44173,2020/142,85029215200012.0,échelonné,2020-12-08/2021-06-08,sans objet,non,1.00,44173,,Autre objet
BORDEAUX METROPOLE,TARMAQ,294365,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44229,24330031600011.0,44207,2020/421,88352417500014.0,échelonné,2021-01-11/2021-07-11,sans objet,non,1.00,44207,,Fonctionnement
BORDEAUX METROPOLE,INVEST IN BORDEAUX,487775,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44418,24330031600011.0,44308,2021/100,40919981700050.0,échelonné,2021-04-22/2021-10-22,sans objet,non,1.00,44308,,Fonctionnement
BORDEAUX METROPOLE,BRUIT DU FRIGO,5000,aide en numéraire,La mêlée,Inférieur à 30 000€,44418,24330031600011.0,44356,2021/279,41763246000073.0,échelonné,2021-06-09/2021-12-09,sans objet,non,1.00,44356,,Autre objet
BORDEAUX METROPOLE,LES BRUITS DE LA RUE,9720,aide en numéraire,Application TINKIET,Inférieur à 30 000€,44418,24330031600011.0,44258,2021/66,78989994500016.0,échelonné,2021-03-03/2021-09-03,sans objet,non,1.00,44258,,Autre objet
BORDEAUX METROPOLE,LES AMIS DE SOLEVENT,2000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,44418,24330031600011.0,44341,2021-143,83822381600011.0,échelonné,2021-05-25/2021-11-25,sans objet,non,1.00,44341,,Fonctionnement
BORDEAUX METROPOLE,BORDEAUX TECHNOWEST,440000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44518,24330031600011.0,44159,2020/338,37781852100025.0,échelonné,2020-11-24/2021-05-24,sans objet,non,1.00,44159,,Fonctionnement
BORDEAUX METROPOLE,TERRE D'ADELES,7000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,44518,24330031600011.0,44294,2021/143,48782378300013.0,échelonné,2021-04-08/2021-10-08,sans objet,non,1.00,44294,,Fonctionnement
BORDEAUX METROPOLE,LES QUATUORS A BORDEAUX,15000,aide en numéraire,Vivre ! Festival des quatuors,Inférieur à 30 000€,44518,24330031600011.0,44480,2021-279,42243827500014.0,échelonné,2021-10-11/2022-04-11,sans objet,non,1.00,44480,,Autre objet
BORDEAUX METROPOLE,CONGRES ET EXPOSITIONS DE BORDEAUX,1600000,aide en numéraire,Aide à l'immobilier,Supérieur à 500 000€,44550,24330031600011.0,44508,2021/456,45309131600019.0,échelonné,2021-11-08/2022-05-08,sans objet,non,1.00,44508,,Autre objet
BORDEAUX METROPOLE,EMMAUS CONNECT,18000,aide en numéraire,Plan pauvreté ALADDIN,Inférieur à 30 000€,44550,24330031600011.0,44489,2020/139,79227291600034.0,unique,2021-10-20/2022-04-20,sans objet,non,1.00,44489,,Autre objet
BORDEAUX METROPOLE,IFAID,20000,aide en numéraire,Soutien au dispositif local d'accompagnement,Inférieur à 30 000€,44550,24330031600011.0,44494,2021/505,33884976300036.0,échelonné,2021-10-25/2022-04-25,sans objet,non,1.00,44494,,Autre objet
BORDEAUX METROPOLE,ASLAV,20000,aide en numéraire,Action solidarité internationale eau,Inférieur à 30 000€,44550,24330031600011.0,44473,2021-551,51950160500017.0,échelonné,2021-10-04/2022-04-04,sans objet,non,1.00,44473,,Autre objet
BORDEAUX METROPOLE,ETU'RECUP,7500,aide en numéraire,Soutien aux étudiants dans la précarité,Inférieur à 30 000€,44624,24330031600011.0,44547,2021/617,80127165100029.0,unique,2021-12-17/2022-06-17,sans objet,non,1.00,44547,,Autre objet
BORDEAUX METROPOLE,COS du personnel de Bordeaux Métropole,1970000,aide en numéraire,aide au fonctionnement,Supérieur à 500 000€,45386,24330031600011.0,45355,2024/57,48301340500012.0,échelonné,2024-03-04/2024-09-04,sans objet,non,1.00,45355,,Autre objet
BORDEAUX METROPOLE,Semer le Doute,30000,aide en numéraire,AAP Résidence pour le cinéma,Inférieur à 30 000€,45386,24330031600011.0,45352,2023/548,53389682500049.0,échelonné,2024-03-01/2024-09-01,sans objet,non,1.00,45352,,Autre objet
BORDEAUX METROPOLE,Villa Primrose,25000,aide en numéraire,aide au fonctionnement,Inférieur à 30 000€,45537,24330031600011.0,45427,2024/186,78187611500010.0,échelonné,2024-05-15/2024-11-15,sans objet,non,1.00,45427,,Autre objet
BORDEAUX METROPOLE,Way4space,250000,aide en numéraire,aide au fonctionnement,Entre 100 000€ et 500 000€,45537,24330031600011.0,45446,2024/148,90870146900011.0,échelonné,2024-06-03/2024-12-03,sans objet,non,1.00,45446,,Autre objet
BORDEAUX METROPOLE,CRESS,50000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45537,24330031600011.0,45475,2024/155,82802334100047.0,échelonné,2024-07-02/2025-01-02,sans objet,non,1.00,45475,,Autre objet
BORDEAUX METROPOLE,Caisse Sociale de Développement Local (CSDL),38000,aide en numéraire,aide au  fonctionnement - Accompagnement ESS,Entre 30 000€ et 100 000€,45537,24330031600011.0,45426,2024/155,41900910500018.0,échelonné,2024-05-14/2024-11-14,sans objet,non,1.00,45426,,Autre objet
BORDEAUX METROPOLE,ALEC,262500,aide en numéraire,SARE 2024,Entre 100 000€ et 500 000€,45673,24330031600011.0,45510,2024/262,49500944100041.0,échelonné,2024-08-06/2025-02-06,sans objet,non,1.00,45510,,Autre objet
BORDEAUX METROPOLE,ADIE,8000,aide en numéraire,AAP Contrat de ville 2024,Inférieur à 30 000€,45673,24330031600011.0,45532,2024/341,35221687300211.0,unique,2024-08-28/2025-02-28,sans objet,non,1.00,45532,,Autre objet
BORDEAUX METROPOLE,Cycles et Manivelles,56000,aide en numéraire,Maisons Métropolitaines  des Mobilités Alternatives 2024,Entre 30 000€ et 100 000€,45673,24330031600011.0,45554,2024/380,80077623900033.0,échelonné,2024-09-19/2025-03-19,sans objet,non,1.00,45554,,Autre objet
BORDEAUX METROPOLE,Festival international,50000,aide en numéraire,Festival 2024,Entre 30 000€ et 100 000€,45673,24330031600011.0,45589,2024/476,37914022100019.0,échelonné,2024-10-24/2025-04-24,sans objet,non,1.00,45589,,Autre objet
BORDEAUX METROPOLE,AGIR ABCD,20000,aide en numéraire,AAP SOLIDARITE EAU,Inférieur à 30 000€,45673,24330031600011.0,45646,2024/511,33145778800619.0,échelonné,2024-12-20/2025-06-20,sans objet,non,1.00,45646,,Autre objet
BORDEAUX METROPOLE,L'Burn,10441,aide en numéraire,Aide à l'investissement immobilier,Inférieur à 30 000€,45386,24330031600011.0,45270,2023/582,84978746000013.0,échelonné,2023-12-10/2024-06-10,sans objet,non,1.00,45270,,Autre objet
BORDEAUX METROPOLE,Wejob,82000,aide en numéraire,AAP Emploi et Quartier,Entre 30 000€ et 100 000€,45386,24330031600011.0,45342,2023/606,82182204600024.0,unique,2024-02-20/2024-08-20,sans objet,non,1.00,45342,,Autre objet
BORDEAUX METROPOLE,"Maison de l'emploi, de l'insertion économique et de l'entreprise de Bordeaux",230000,aide en numéraire,aide au fonctionnement,Entre 100 000€ et 500 000€,45386,24330031600011.0,45370,2024/26,49058526200069.0,échelonné,2024-03-19/2024-09-19,sans objet,non,1.00,45370,,Autre objet
BORDEAUX METROPOLE,Vélo-Cité,14132,aide en numéraire,Fête du Vélo 2024,Inférieur à 30 000€,45537,24330031600011.0,45389,2023/368,43288382500031.0,échelonné,2024-04-07/2024-10-07,sans objet,non,1.00,45389,,Autre objet
BORDEAUX METROPOLE,Dynam'Eau,22000,aide en numéraire,Solidarité Internationale Eau et Assainissement,Inférieur à 30 000€,45014,24330031600011.0,44953,2023/88,52824466800034.0,échelonné,2023-01-27/2023-07-27,sans objet,non,1.00,44953,,Autre objet
BORDEAUX METROPOLE,CS La Passerelle,3000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45097,24330031600011.0,45033,23METPP00372,48980839400014.0,unique,2023-04-17/2023-10-17,sans objet,non,1.00,45033,,Autre objet
BORDEAUX METROPOLE,UNIRE,6000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45097,24330031600011.0,45033,23METPP00372,83844691200019.0,unique,2023-04-17/2023-10-17,sans objet,non,1.00,45033,,Autre objet
BORDEAUX METROPOLE,Atelier Remunénage,3000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45097,24330031600011.0,45033,23METPP00372,43775023500040.0,unique,2023-04-17/2023-10-17,sans objet,non,1.00,45033,,Autre objet
BORDEAUX METROPOLE,Promofemmes St Michel,5000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45097,24330031600011.0,45033,23METPP00372,39931862500023.0,unique,2023-04-17/2023-10-17,sans objet,non,1.00,45033,,Autre objet
BORDEAUX METROPOLE,Centre Social et Familial Bordeaux Nord,2000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45097,24330031600011.0,45033,23METPP00372,78184921100029.0,unique,2023-04-17/2023-10-17,sans objet,non,1.00,45033,,Autre objet
BORDEAUX METROPOLE,Centre Animation de Bordeaux Cultivons le Partage,3000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45097,24330031600011.0,45033,23METPP00372,78184929400280.0,unique,2023-04-17/2023-10-17,sans objet,non,1.00,45033,,Autre objet
BORDEAUX METROPOLE,ALEC,137000,aide en numéraire,Aide au fonctionnement,Entre 100 000€ et 500 000€,45097,24330031600011.0,45029,2023/159,49500944100033.0,échelonné,2023-04-13/2023-10-13,sans objet,non,1.00,45029,,Autre objet
BORDEAUX METROPOLE,Digital Aquitaine,57000,aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45216,24330031600011.0,45138,2023/219,80961975200011.0,échelonné,2023-07-31/2024-01-31,sans objet,non,1.00,45138,,Autre objet
BORDEAUX METROPOLE,A'URBA,4372000,aide en numéraire,Aide au fonctionnement,Supérieur à 500 000€,45216,24330031600011.0,45142,2023/311,78181448800040.0,échelonné,2023-08-04/2024-02-04,sans objet,non,1.00,45142,,Autre objet
BORDEAUX METROPOLE,ADIE,15000,aide en numéraire,AAP Contrat de Ville,Inférieur à 30 000€,45216,24330031600011.0,45160,2023/331,35221687300211.0,unique,2023-08-22/2024-02-22,sans objet,non,1.00,45160,,Autre objet
BORDEAUX METROPOLE,Les Restaurants du Coeur,40000,aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45324,24330031600011.0,45225,2023/434,33986341700418.0,échelonné,2023-10-26/2024-04-26,sans objet,non,1.00,45225,,Autre objet
BORDEAUX METROPOLE,Haut de Garonne Développement,45000,aide en numéraire,Aide au fonctionement,Entre 30 000€ et 100 000€,45324,24330031600011.0,45238,2023/397,34975346700043.0,échelonné,2023-11-08/2024-05-08,sans objet,non,1.00,45238,,Autre objet
BORDEAUX METROPOLE,Arc Sud Développement,47500,aide en numéraire,Programme d'actions 2023,Entre 30 000€ et 100 000€,45324,24330031600011.0,45240,2023/397,42198523500017.0,échelonné,2023-11-10/2024-05-10,sans objet,non,1.00,45240,,Autre objet
